property_type,sector,bedRoom,bathroom,built_up_area,study room,servant room,store room
1.0,74.0,5.0,6,4500.0,1,1,1
0.0,103.0,3.0,3,1578.0,0,0,0
0.0,96.0,3.0,3,1610.0,0,0,0
1.0,56.0,2.333333333333333,4,945.0,0,0,1
0.0,108.0,2.0,1,652.0,0,0,0
0.0,101.0,2.0,3,998.0,0,0,0
0.0,43.0,3.0,3,1595.0,0,0,0
0.0,17.0,4.0,5,2060.0,1,0,0
0.0,92.0,3.0,4,2513.0,0,1,0
0.0,95.0,3.0,3,1387.0,0,1,0
0.0,93.0,2.0,2,1202.0,1,0,0
0.0,4.0,3.0,3,2250.0,0,1,0
0.0,16.0,3.0,5,2536.0,0,1,0
1.0,51.0,3.0,9,1836.0,0,0,0
0.0,85.0,2.0,2,1300.0,0,0,0
0.0,34.0,2.0,2,1604.0,0,0,0
1.0,52.0,6.0,6,1845.0,0,0,1
0.0,78.0,4.0,4,1819.0,0,0,0
1.0,29.0,8.0,10,3915.0,0,0,0
0.0,81.0,4.0,4,1600.0,1,0,0
0.0,53.0,3.0,4,1950.0,0,1,0
0.0,111.0,2.0,2,1319.0,1,0,0
0.0,11.0,3.0,3,1550.0,0,0,0
1.0,74.0,5.0,6,6667.0,0,1,1
0.0,105.0,3.0,3,1442.0,0,0,0
0.0,93.0,2.0,2,1175.0,0,0,0
0.0,66.0,4.0,4,4254.0,1,1,1
0.0,79.0,3.0,2,889.0,0,0,0
0.0,96.0,2.0,2,1361.0,1,0,0
0.0,44.0,3.0,3,1389.0,0,0,0
0.0,80.0,3.0,4,1950.0,0,1,0
0.0,57.0,3.0,3,1245.0,0,0,1
0.0,78.0,4.0,4,1783.0,0,0,0
1.0,44.0,1.0,1,1535.0,0,0,0
0.0,73.0,4.0,4,1650.0,1,0,0
0.0,98.0,3.0,4,1580.0,0,0,1
0.0,2.0,3.0,3,1705.0,0,1,0
1.0,57.0,3.0,3,3240.0,1,1,0
1.0,22.0,2.0,5,1440.0,0,0,0
0.0,44.0,3.0,3,2191.0,1,0,0
0.0,47.0,2.0,2,1000.0,0,0,0
1.0,25.0,3.0,3,1557.0,1,0,0
0.0,21.0,3.0,3,1611.0,0,0,0
0.0,72.0,3.0,2,630.0,0,0,0
0.0,14.0,4.0,5,3032.0,0,1,0
0.0,11.0,3.0,4,1946.0,0,1,0
0.0,98.0,3.0,2,1878.0,0,0,0
0.0,44.0,4.0,3,2025.0,1,1,0
1.0,47.0,3.0,2,684.0,1,0,0
1.0,31.0,3.0,3,8829.0,1,0,0
0.0,4.0,3.0,4,1700.0,0,1,0
1.0,81.0,3.0,3,1611.0,0,0,0
0.0,101.0,2.0,2,1441.0,0,0,0
0.0,92.0,4.0,6,3801.0,0,1,0
0.0,9.0,2.0,2,1236.0,0,0,0
0.0,81.0,2.0,2,1402.0,0,0,0
0.0,70.0,4.0,6,3932.0,1,1,1
0.0,44.0,2.0,2,1300.0,0,0,0
0.0,98.0,2.0,2,1300.0,0,0,0
0.0,55.0,3.0,3,1600.0,0,0,0
0.0,111.0,2.0,2,1000.0,0,0,0
0.0,89.0,2.0,2,1688.0,1,0,0
0.0,80.0,4.0,5,2114.0,0,1,0
0.0,111.0,2.0,2,521.0,0,0,0
0.0,92.0,2.0,2,1112.0,0,0,0
0.0,63.0,3.0,4,1900.0,0,1,0
0.0,12.0,2.0,2,1086.0,0,0,0
0.0,93.0,4.0,4,1774.0,0,1,0
0.0,89.0,3.0,3,2167.0,0,0,0
0.0,27.0,2.0,2,1533.0,0,0,0
0.0,25.0,2.0,2,1281.0,0,0,0
0.0,62.0,3.0,3,1700.0,0,0,0
0.0,105.0,3.0,3,711.0,0,0,0
0.0,80.0,2.0,2,1222.0,1,0,0
0.0,55.0,3.0,3,1633.0,0,0,0
0.0,11.0,3.0,3,1466.0,0,0,0
1.0,64.0,5.0,5,5580.0,1,1,1
1.0,30.0,5.0,3,1350.0,0,0,1
0.0,44.0,2.0,2,1310.0,0,0,0
0.0,89.0,3.0,4,1946.0,0,1,0
0.0,107.0,3.0,2,866.0,1,0,0
1.0,11.0,4.0,6,3600.0,1,1,1
0.0,75.0,3.0,3,2724.0,0,1,0
1.0,24.0,4.0,4,3500.0,1,1,1
0.0,39.0,3.0,2,113.0,0,0,0
0.0,82.0,3.0,3,1344.0,0,0,0
0.0,63.0,3.0,4,2200.0,0,0,0
0.0,97.0,4.0,4,2600.0,0,0,0
0.0,71.0,4.0,4,3956.0,0,0,0
0.0,43.0,3.0,3,1400.0,0,0,0
0.0,63.0,4.0,3,1900.0,0,0,0
1.0,105.0,4.0,4,1743.0,0,0,0
0.0,105.0,3.0,3,140.0,0,0,0
0.0,63.0,4.0,4,2500.0,0,0,0
0.0,49.0,3.0,3,1640.0,0,0,0
0.0,55.0,3.0,4,1750.75,0,1,0
1.0,11.0,7.0,6,3600.0,1,1,0
0.0,83.0,4.0,5,2625.0,0,1,0
1.0,62.0,4.0,4,1449.0,0,0,0
0.0,101.0,2.0,3,1226.0,1,1,0
0.0,33.0,3.0,4,1956.0,0,1,0
0.0,99.0,2.0,2,695.0,0,0,0
0.0,112.0,2.0,2,1350.0,0,0,0
1.0,14.0,1.0,1,500.0,0,0,0
0.0,75.0,3.0,3,2236.0,0,1,0
0.0,75.0,3.0,4,2490.0,0,1,0
0.0,39.0,3.0,3,1619.0,0,0,0
0.0,2.0,3.0,4,1670.0,0,1,0
0.0,101.0,3.0,2,1550.0,0,0,0
0.0,76.0,2.0,2,1149.0,1,0,0
0.0,78.0,3.0,3,1455.0,0,0,0
0.0,2.0,3.0,2,1696.0,0,0,0
1.0,50.0,1.0,1,1935.0,0,0,0
0.0,82.0,3.0,3,1466.0,0,0,0
0.0,39.0,3.0,2,1409.0,0,0,0
1.0,30.0,6.0,7,1800.0,1,1,0
1.0,38.0,5.0,5,1620.0,0,0,1
1.0,81.0,2.0,3,1319.0,0,0,0
0.0,111.0,2.0,2,615.0,0,0,0
0.0,103.0,3.0,3,1645.0,0,0,0
0.0,20.0,3.0,4,1956.0,0,0,0
0.0,101.0,2.0,2,1230.0,1,0,0
0.0,89.0,3.0,4,2389.0,0,1,0
0.0,92.0,3.0,3,1570.0,1,1,0
0.0,103.0,4.0,4,2005.0,0,0,0
1.0,50.0,4.0,4,540.0,1,1,0
0.0,69.0,3.0,3,1223.0,1,1,0
0.0,109.0,2.0,2,583.0,0,0,0
0.0,103.0,2.0,2,1224.0,1,0,0
0.0,8.0,4.0,3,1678.0,0,1,0
1.0,11.0,4.0,4,4800.0,0,1,0
0.0,103.0,3.0,3,1700.0,0,1,0
1.0,34.0,1.0,1,3800.0,0,0,0
0.0,109.0,2.0,2,538.0,0,0,0
0.0,16.0,3.0,3,2225.56,0,1,0
0.0,85.0,2.0,2,1200.0,0,0,0
1.0,47.0,2.0,2,67.0,0,0,0
0.0,83.0,4.0,4,3000.0,0,1,0
1.0,25.0,3.0,9,1557.0,0,1,0
0.0,14.0,3.0,3,1850.0,0,1,0
1.0,67.0,2.0,2,1222.0,0,0,0
0.0,2.0,3.0,4,2717.0,0,1,0
1.0,25.0,4.0,5,5200.0,0,0,0
0.0,9.0,2.0,2,1236.0,0,0,0
0.0,103.0,3.0,3,1541.0,0,1,0
1.0,57.0,4.0,4,2160.0,0,1,0
1.0,57.0,5.0,6,3240.0,0,0,0
0.0,98.0,3.0,2,1529.0,0,0,0
0.0,73.0,3.0,3,1524.0,1,1,0
0.0,98.0,3.0,3,1715.0,0,1,0
0.0,59.0,4.0,4,2199.0,0,0,0
0.0,92.0,3.0,2,1319.0,0,0,0
0.0,105.0,3.0,2,1473.0,0,0,0
0.0,95.0,2.0,2,990.0,0,0,0
0.0,97.0,3.0,3,1587.0,0,0,0
1.0,54.0,4.0,4,2700.0,0,1,1
0.0,4.0,3.0,3,1493.0,0,1,0
0.0,97.0,2.0,2,1700.0,1,0,0
1.0,52.0,4.0,4,1620.0,0,0,0
1.0,95.0,3.0,3,2160.0,0,1,0
0.0,107.0,2.0,2,1256.0,1,0,0
0.0,4.0,2.0,2,828.0,0,0,0
0.0,111.0,2.0,2,699.0,0,0,0
0.0,80.0,6.0,7,5333.0,1,1,0
1.0,36.0,2.0,1,1100.0,0,0,0
0.0,39.0,2.0,2,1492.0,0,0,0
0.0,85.0,3.0,3,1826.0,1,0,0
0.0,87.0,3.0,3,1451.0,0,0,1
0.0,39.0,2.0,2,85.0,0,0,0
0.0,40.0,3.0,2,978.0,0,0,0
1.0,18.0,3.0,3,1160.0,0,0,0
0.0,78.0,3.0,3,1455.0,0,0,0
0.0,111.0,1.0,1,477.809521,0,0,0
0.0,73.0,3.0,3,2696.0,1,1,0
0.0,99.0,3.0,3,1990.0,0,0,0
0.0,78.0,2.0,2,536.0,0,0,0
0.0,107.0,2.0,2,694.0,0,0,0
0.0,26.0,2.0,2,1256.0,0,0,0
0.0,50.0,4.0,5,2661.0,0,1,0
1.0,31.0,5.0,7,4500.0,0,1,0
0.0,43.0,2.0,3,1442.0,1,0,0
0.0,0.0,3.0,3,1940.0,0,1,0
0.0,111.0,2.0,2,789.0,0,0,0
1.0,25.0,4.0,4,3000.0,0,0,0
0.0,73.0,3.0,4,2696.0,1,1,0
0.0,107.0,1.0,1,406.0,0,0,0
0.0,95.0,1.0,1,700.0,0,0,0
0.0,74.0,3.0,4,2200.0,0,0,0
1.0,79.0,3.0,3,2250.0,0,0,0
1.0,111.0,2.0,3,1053.0,1,0,0
1.0,10.0,5.0,4,7331.0,0,0,0
0.0,89.0,2.0,2,1300.0,1,0,0
0.0,93.0,3.0,3,1844.0,0,1,1
0.0,83.0,4.0,4,4500.0,1,1,0
1.0,45.0,6.0,6,1836.0,1,1,0
0.0,77.0,2.0,2,982.0,0,0,0
0.0,98.0,3.0,3,1750.0,0,0,0
0.0,101.0,2.0,3,1502.0,1,0,0
0.0,111.0,3.0,2,1080.0,0,0,0
0.0,78.0,3.0,3,1419.0,0,0,0
1.0,25.0,3.0,3,594.0,0,0,0
0.0,63.0,3.0,3,1738.0,1,0,0
0.0,70.0,4.0,6,3867.0,0,1,0
0.0,91.0,3.0,4,1854.0,0,0,1
0.0,81.0,3.0,3,1339.0,0,0,0
0.0,87.0,3.0,3,1310.0,0,0,0
0.0,92.0,2.0,2,607.0,1,0,0
0.0,38.0,3.0,2,1450.0,0,0,0
1.0,28.0,8.0,8,2520.0,1,1,0
1.0,47.0,3.0,3,1350.0,0,0,0
1.0,25.0,2.0,2,1125.0,0,0,1
0.0,79.0,2.0,2,700.0,0,0,0
0.0,74.0,4.0,4,2210.0,0,1,0
1.0,112.0,3.0,3,3500.0,1,1,0
0.0,78.0,4.0,4,1389.0,0,0,0
0.0,84.0,2.0,2,1444.0,0,0,0
0.0,77.0,2.0,2,1200.0,0,0,0
1.0,50.0,4.0,4,540.0,0,0,0
0.0,109.0,3.0,5,1807.0,0,0,0
0.0,58.0,1.0,1,459.0,0,0,0
0.0,73.0,2.0,2,1456.0,0,0,0
0.0,59.0,4.0,4,2100.0,0,0,0
0.0,76.0,2.0,2,1500.0,0,0,1
0.0,10.0,3.0,4,2850.0,0,0,0
0.0,6.0,1.0,2,335.0,0,0,0
0.0,39.0,3.0,3,1403.0,1,0,0
0.0,111.0,2.0,2,743.0,0,0,0
0.0,63.0,3.0,3,1800.0,0,0,0
0.0,109.0,2.0,2,1390.0,1,0,0
0.0,78.0,4.0,5,2856.0,0,1,0
0.0,68.0,4.0,4,2650.0,0,1,0
0.0,25.0,4.0,4,5000.0,1,0,0
0.0,70.0,3.0,3,1600.0,1,0,0
0.0,12.0,2.0,3,1389.0,0,0,0
0.0,105.0,4.0,4,1734.0,0,0,0
0.0,78.0,2.0,1,584.0,0,0,0
0.0,57.0,3.0,3,1830.0,0,0,0
0.0,4.0,3.0,3,1616.0,0,0,0
1.0,7.0,3.0,2,3889.0,0,0,0
0.0,95.0,2.0,2,1195.0,0,0,1
1.0,33.0,6.0,5,3240.0,1,1,1
0.0,63.0,3.0,5,2250.0,1,0,0
0.0,97.0,3.0,4,2227.0,0,1,0
0.0,97.0,3.0,4,1616.0,0,1,0
0.0,105.0,2.0,2,846.0,0,0,0
0.0,105.0,3.0,3,1571.0,0,0,0
0.0,16.0,4.0,6,3573.33,0,1,0
0.0,83.0,4.0,5,2629.0,0,1,0
0.0,4.0,2.0,2,1100.0,0,0,0
0.0,1.0,4.0,4,5350.0,0,0,0
0.0,50.0,3.0,3,1467.0,0,1,0
0.0,98.0,3.0,3,1548.0,0,0,0
1.0,55.0,8.0,8,2880.0,1,1,1
0.0,111.0,1.0,1,360.0,0,0,0
0.0,43.0,2.0,2,756.0,0,0,0
1.0,40.0,2.0,2,823.0,0,0,0
0.0,66.0,3.0,1,2295.0,0,0,0
0.0,81.0,2.0,2,842.0,0,0,0
0.0,96.0,2.0,2,531.0,0,0,1
0.0,63.0,4.0,4,2000.0,0,0,0
0.0,89.0,2.0,2,1280.0,0,0,0
0.0,6.0,2.0,2,1269.0,1,0,0
1.0,79.0,3.0,2,4320.0,0,0,0
0.0,72.0,1.0,1,693.0,0,0,0
1.0,57.0,5.0,7,5850.0,1,1,0
0.0,82.0,1.0,1,869.0,0,0,0
0.0,75.0,1.0,1,826.0,0,0,0
1.0,21.0,2.0,2,900.0,0,1,0
0.0,98.0,2.0,2,578.0,0,0,0
0.0,111.0,3.0,3,2444.0,0,1,0
0.0,61.0,4.0,5,3444.0,1,1,0
0.0,71.0,3.0,3,2000.0,0,0,0
0.0,80.0,3.0,5,1527.0,0,1,0
0.0,6.0,3.0,4,2072.0,0,1,0
1.0,12.0,4.0,3,2367.0,0,0,0
0.0,36.0,2.0,2,778.0,0,0,0
0.0,89.0,3.0,4,1659.0,0,1,0
0.0,54.0,5.0,5,3305.0,0,1,0
0.0,25.0,2.0,2,1100.0,0,0,0
0.0,44.0,3.0,3,1990.0,0,0,0
0.0,80.0,3.0,5,1527.0,0,1,0
1.0,31.0,7.0,9,9000.0,1,1,1
0.0,9.0,2.0,2,1281.0,1,0,0
0.0,44.0,4.0,3,1983.0,0,1,0
0.0,4.0,3.0,3,1531.0,0,0,0
0.0,81.0,3.0,3,1900.0,0,1,0
0.0,75.0,3.0,4,2100.0,0,1,0
0.0,101.0,2.0,2,769.0,0,0,0
0.0,4.0,3.0,4,1748.0,0,1,0
0.0,111.0,2.0,2,587.0,0,0,0
0.0,8.0,3.0,4,1186.0,0,1,0
0.0,11.0,3.0,2,1701.0,0,0,0
0.0,61.0,3.0,3,2250.0,1,0,0
0.0,95.0,3.0,4,1551.0,1,1,1
1.0,20.0,5.0,5,3420.0,1,1,0
0.0,89.0,2.0,2,1330.0,1,0,0
0.0,96.0,3.0,3,1849.0,0,1,0
1.0,7.0,3.5,4,900.0,0,0,0
0.0,72.0,2.0,3,997.0,0,0,0
0.0,76.0,2.0,2,633.0,0,0,0
0.0,65.0,3.0,4,2164.0,0,1,0
0.0,80.0,3.0,4,1416.0,0,0,0
0.0,89.0,3.0,3,1215.0,1,0,0
0.0,58.0,2.0,2,1007.0,0,0,0
0.0,44.0,3.0,3,1602.0,0,0,0
0.0,69.0,2.0,2,1278.0,1,0,0
0.0,99.0,3.0,3,1642.0,1,0,0
0.0,77.0,2.0,2,1311.0,0,0,0
1.0,90.0,2.0,4,891.0,0,0,0
0.0,6.0,3.0,4,2131.0,0,1,0
0.0,95.0,3.0,3,1500.0,0,1,0
0.0,85.0,2.0,2,1272.0,0,0,0
1.0,112.0,3.333333333333333,10,1065.0,0,0,0
0.0,11.0,3.0,2,1213.0,0,0,0
0.0,98.0,4.0,6,2521.0,0,1,0
0.0,85.0,3.0,3,1900.0,1,0,0
0.0,111.0,2.0,2,822.0,0,0,0
0.0,92.0,2.0,2,1397.0,0,0,0
0.0,78.0,4.0,6,2817.0,0,1,0
0.0,83.0,3.0,3,2308.0,0,1,0
0.0,4.0,3.0,3,2222.0,0,1,0
0.0,73.0,3.0,3,1654.0,0,0,0
0.0,18.0,2.0,2,1100.0,0,0,0
0.0,74.0,3.0,3,2000.0,0,1,0
0.0,44.0,3.0,3,1707.0,0,0,0
0.0,78.0,4.0,4,2172.0,0,1,0
0.0,73.0,3.0,3,1833.0,0,1,0
1.0,59.0,9.0,9,2700.0,0,1,0
0.0,43.0,2.0,2,667.0,0,0,0
0.0,103.0,3.0,3,2167.0,1,0,0
0.0,1.0,3.0,3,1589.0,0,0,0
0.0,8.0,2.0,2,1120.0,0,0,0
0.0,4.0,3.0,3,2500.0,0,1,0
1.0,52.0,8.0,6,2367.0,0,1,0
0.0,106.0,2.0,2,730.0,0,0,0
1.0,29.0,4.0,4,1350.0,0,1,0
0.0,75.0,3.0,4,2200.0,1,1,0
0.0,85.0,2.0,2,1508.0,0,0,0
1.0,61.0,4.0,4,2844.0,0,1,0
1.0,12.0,2.6666666666666665,4,1836.0,0,0,0
0.0,89.0,2.0,2,81.0,0,0,0
0.0,9.0,2.0,2,1388.0,1,0,0
0.0,92.0,2.0,2,1260.0,0,0,0
0.0,111.0,2.0,2,913.0,0,0,0
0.0,101.0,3.0,3,1288.0,0,0,0
1.0,47.0,1.0,4,603.0,0,0,0
0.0,103.0,2.0,2,1222.0,1,0,0
0.0,61.0,3.0,3,1700.0,0,0,0
0.0,111.0,1.0,1,778.0,0,0,0
0.0,6.0,2.0,2,86.0,1,0,0
0.0,11.0,4.0,4,3150.0,0,1,1
0.0,98.0,2.0,2,1231.0,0,0,0
0.0,73.0,3.0,4,1833.0,1,1,1
0.0,73.0,2.0,2,1141.0,0,0,0
0.0,11.0,3.0,4,1946.0,0,1,0
0.0,4.0,3.0,3,1493.0,0,1,0
0.0,1.0,1.0,1,565.0,0,0,0
0.0,111.0,3.0,3,1344.0,0,0,0
0.0,71.0,3.0,4,1554.0,1,0,0
0.0,39.0,3.0,2,1857.0,0,0,0
1.0,33.0,4.0,5,2844.0,0,1,1
0.0,41.0,1.0,1,452.0,0,0,0
0.0,57.0,3.0,3,1900.0,0,0,0
0.0,54.0,3.0,3,1923.0,0,1,0
0.0,1.0,4.0,4,2013.0,1,1,0
0.0,17.0,3.0,2,1285.0,0,0,0
0.0,9.0,2.0,2,598.0,0,0,0
0.0,1.0,3.0,3,1430.0,0,0,0
0.0,78.0,3.0,3,1305.0,0,0,0
0.0,89.0,3.0,3,1656.0,0,0,0
0.0,1.0,4.0,5,5249.0,1,1,0
0.0,78.0,4.0,4,1819.0,0,0,0
0.0,6.0,3.0,4,2036.0,1,1,0
1.0,39.0,2.0,2,1400.0,1,0,0
0.0,42.0,2.0,2,1086.0,0,0,0
0.0,107.0,1.0,1,407.0,0,0,0
0.0,78.0,3.0,3,1510.0,0,0,0
1.0,30.0,4.0,4,1800.0,0,1,1
0.0,78.0,3.0,2,1326.0,0,0,0
0.0,111.0,2.0,2,535.0,0,0,0
0.0,76.0,3.0,3,1346.0,0,0,1
0.0,15.0,3.0,3,1615.0,0,0,0
0.0,11.0,3.0,4,1797.0,0,1,0
1.0,47.0,4.0,4,1440.0,0,0,0
0.0,101.0,3.0,3,1423.0,1,0,0
1.0,51.0,6.0,7,4500.0,1,1,1
0.0,109.0,2.0,1,500.0,0,0,0
0.0,95.0,3.0,3,2588.0,0,0,0
0.0,108.0,2.0,2,733.0,0,0,0
0.0,16.0,2.0,2,1498.0,0,0,0
1.0,34.0,1.0,1,750.0,0,0,0
1.0,79.0,2.0,2,1440.0,0,0,0
1.0,47.0,2.5,3,675.0,0,0,0
0.0,25.0,1.0,1,556.0,0,0,0
1.0,11.0,4.0,5,6228.0,0,0,0
0.0,97.0,3.0,3,1344.0,0,0,0
0.0,4.0,3.0,3,1315.0,0,1,0
0.0,10.0,3.0,4,2525.0,0,0,0
0.0,4.0,3.0,3,1531.0,0,0,0
0.0,109.0,2.0,2,1133.0,0,0,0
0.0,47.0,2.0,2,833.0,0,0,0
1.0,79.0,2.0,2,1080.0,0,0,0
0.0,98.0,2.0,2,1231.0,0,0,0
0.0,39.0,2.0,2,1275.0,0,0,0
0.0,78.0,3.0,3,1428.0,0,0,0
0.0,10.0,2.0,2,1362.0,0,0,0
0.0,45.0,4.0,4,1954.0,0,0,0
1.0,57.0,3.0,3,2160.0,0,1,0
0.0,105.0,4.0,3,1983.0,0,0,0
0.0,39.0,4.0,4,4809.0,0,1,0
0.0,63.0,3.0,3,2200.0,1,0,0
0.0,99.0,2.0,2,1387.0,1,0,0
1.0,28.0,3.0,2,1500.0,0,0,0
0.0,4.0,2.0,2,1166.0,0,0,0
0.0,54.0,3.0,3,1576.0,0,1,0
0.0,98.0,3.0,2,1480.0,0,0,0
0.0,78.0,3.0,3,1428.0,0,0,0
0.0,70.0,4.0,5,3925.0,1,1,1
0.0,75.0,4.0,4,2250.0,0,1,0
0.0,106.0,2.0,2,604.0,0,0,0
0.0,81.0,2.0,2,1312.0,0,0,0
0.0,81.0,2.0,2,1180.0,0,0,0
0.0,111.0,2.0,2,1050.0,1,0,0
1.0,54.0,5.0,6,8775.0,1,1,1
0.0,16.0,4.0,6,3662.34,0,1,0
0.0,104.0,2.0,2,1271.0,0,0,0
0.0,92.0,3.0,4,1760.0,0,1,0
0.0,50.0,4.0,4,3115.0,0,0,0
0.0,87.0,3.0,4,1310.0,1,1,0
0.0,69.0,2.0,2,1333.0,1,0,0
1.0,40.0,3.0,1,1081.0,0,0,0
1.0,33.0,5.0,6,3240.0,1,1,0
0.0,25.0,2.0,2,1416.0,1,0,0
0.0,78.0,3.0,3,1482.0,0,0,0
0.0,63.0,1.0,1,475.0,0,0,0
0.0,111.0,2.0,2,978.0,0,0,0
1.0,18.0,4.0,4,1700.0,0,0,0
1.0,25.0,5.0,5,4680.0,1,1,1
0.0,97.0,2.0,2,1380.0,0,0,1
0.0,41.0,1.0,1,407.0,0,0,0
1.0,56.0,6.0,5,2250.0,1,1,0
0.0,75.0,3.0,4,1751.0,0,1,0
0.0,81.0,3.0,3,1788.0,0,1,0
0.0,95.0,2.0,2,1100.0,0,0,0
0.0,97.0,2.0,2,97.0,0,0,0
0.0,83.0,3.0,3,1787.0,0,1,0
1.0,30.0,5.0,5,1800.0,0,1,0
0.0,101.0,3.0,3,867.0,0,0,0
0.0,8.0,2.0,2,940.0,0,0,0
0.0,44.0,3.0,2,1376.0,0,0,0
0.0,11.0,3.0,3,1550.0,0,0,0
0.0,43.0,3.0,3,1435.0,0,0,0
0.0,75.0,3.0,3,2047.0,0,0,1
0.0,111.0,2.0,2,588.0,0,0,0
0.0,111.0,2.0,2,913.0,0,0,0
1.0,18.0,3.0,3,1872.0,0,0,0
0.0,17.0,3.0,3,2006.0,0,1,0
0.0,43.0,3.0,3,1563.0,1,0,0
0.0,6.0,3.0,4,2072.0,0,1,0
0.0,9.0,2.0,2,608.0,0,0,0
0.0,11.0,3.0,4,1896.0,0,1,0
0.0,87.0,4.0,3,1765.0,0,1,0
1.0,47.0,3.0,3,1130.0,0,0,0
0.0,53.0,3.0,3,2667.0,0,0,0
1.0,19.0,4.0,5,4950.0,0,0,0
0.0,107.0,2.0,2,1300.0,0,0,0
0.0,4.0,3.0,3,1315.0,0,1,0
1.0,30.0,5.0,6,4518.0,1,1,1
0.0,82.0,4.0,4,2127.0,0,1,0
0.0,73.0,4.0,4,1975.0,0,1,0
0.0,111.0,2.0,2,616.0,0,0,0
0.0,9.0,2.0,2,1201.0,0,0,0
0.0,9.0,2.0,2,496.0,0,0,0
0.0,101.0,2.0,2,1226.0,1,0,0
0.0,111.0,2.0,2,658.0,0,0,0
0.0,54.0,4.0,5,3444.0,1,1,0
0.0,76.0,3.0,3,1346.0,0,1,0
0.0,78.0,3.0,3,1392.0,0,0,0
1.0,63.0,6.0,6,1530.0,0,0,0
1.0,75.0,4.0,4,2800.0,0,0,0
1.0,50.0,9.0,9,3510.0,0,1,0
0.0,10.0,3.0,5,2343.0,0,1,0
1.0,61.0,4.0,4,2430.0,0,0,0
0.0,103.0,4.0,4,2468.0,0,0,0
0.0,25.0,2.0,3,1444.0,1,0,0
0.0,103.0,3.0,3,1929.0,0,1,0
0.0,14.0,5.0,5,3466.0,0,1,0
1.0,14.0,2.0,2,270.0,0,0,0
1.0,29.0,1.6666666666666667,4,1080.0,0,0,0
0.0,4.0,3.0,3,1465.0,1,1,0
1.0,81.0,2.0,2,1319.0,0,1,0
0.0,69.0,2.0,2,1278.0,1,0,0
0.0,105.0,3.0,3,579.0,0,0,0
1.0,54.0,4.0,4,2340.0,0,1,0
0.0,15.0,1.0,1,450.0,0,0,0
0.0,78.0,4.0,4,1889.0,0,0,0
1.0,75.0,6.0,7,3600.0,1,1,1
0.0,53.0,3.0,4,2544.0,1,0,0
0.0,78.0,4.0,4,1889.0,0,0,0
0.0,6.0,4.0,5,7222.0,0,0,0
0.0,4.0,2.0,2,1368.0,0,0,0
0.0,17.0,3.0,4,1940.0,0,1,0
1.0,26.0,2.6666666666666665,3,972.0,0,0,0
1.0,31.0,5.0,5,4518.0,1,1,1
0.0,10.0,3.0,3,1480.0,0,0,0
0.0,59.0,4.0,4,1484.0,0,0,0
0.0,88.0,3.0,3,1969.0,0,1,0
